IMG,EQUATION
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])","<sos> <math>  <msub>  <mi> &#x03BB </mi>  <mrow>  <mo> + </mo>  </mrow>  </msub>  <mo> = </mo>  <mfrac>  <mrow>  <mn> 1 </mn>  <mo> + </mo>  <mi> i </mi>  <mi> &#x03C9 </mi>  </mrow>  <mn> 2 </mn>  </mfrac>  <mo> , </mo>  <msub>  <mi> &#x03BB </mi>  <mrow>  <mo> &#x2212 </mo>  </mrow>  </msub>  <mo> = </mo>  <mfrac>  <mrow>  <mn> 1 </mn>  <mo> &#x2212 </mo>  <mi> i </mi>  <mi> &#x03C9 </mi>  </mrow>  <mn> 2 </mn>  </mfrac>  </math> <eos>"
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])","<sos> <math>  <msub>  <mi> M </mi>  <mrow>  <msub>  <mi> p </mi>  <mrow>  <mi> e </mi>  </mrow>  </msub>  <mo> , </mo>  <msub>  <mi> q </mi>  <mrow>  <mi> m </mi>  </mrow>  </msub>  </mrow>  </msub>  <mo> = </mo>  <mrow>  <mfrac>  <mrow>  <mn> 2 </mn>  <mi> &#x03C0 </mi>  </mrow>  <msubsup>  <mi> g </mi>  <mrow>  <mrow>  <mi> Y </mi>  <mi> M </mi>  </mrow>  </mrow>  <mrow>  <mn> 2 </mn>  </mrow>  </msubsup>  </mfrac>  </mrow>  <mrow>  <mfrac>  <mrow>  <msub>  <mi> q </mi>  <mrow>  <mi> m </mi>  </mrow>  </msub>  <mi> u </mi>  </mrow>  <mrow>  <mi> c o s </mi>  <mo> &#x2061 </mo>  <mi> &#x03BE </mi>  </mrow>  </mfrac>  </mrow>  <mo> = </mo>  <mi> u </mi>  <msqrt>  <msup>  <mrow>  <mo> ( </mo>  <mfrac>  <mrow>  <mn> 2 </mn>  <mi> &#x03C0 </mi>  <msub>  <mi> q </mi>  <mrow>  <mi> m </mi>  </mrow>  </msub>  </mrow>  <msubsup>  <mi> g </mi>  <mrow>  <mi> Y </mi>  <mi> M </mi>  </mrow>  <mrow>  <mn> 2 </mn>  </mrow>  </msubsup>  </mfrac>  <mo> ) </mo>  </mrow>  <mrow>  <mn> 2 </mn>  </mrow>  </msup>  <mo> + </mo>  <msubsup>  <mi> p </mi>  <mrow>  <mi> e </mi>  </mrow>  <mrow>  <mn> 2 </mn>  </mrow>  </msubsup>  </msqrt>  <mo> . </mo>  </math> <eos>"
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])","<sos> <math>  <msub>  <mi> C </mi>  <mrow>  <mi> m </mi>  </mrow>  </msub>  <mo> ( </mo>  <mi> &#x03BC </mi>  <mo> ) </mo>  <mo> = </mo>  <mrow>  <mfrac>  <mn> 1 </mn>  <mrow>  <mn> 2 </mn>  <mi> &#x03C0 </mi>  <mi> i </mi>  </mrow>  </mfrac>  </mrow>  <msub>  <mo> &#x222B </mo>  <mrow>  <msub>  <mi> &#x0393 </mi>  <mrow>  <mi> r </mi>  </mrow>  </msub>  </mrow>  </msub>  <mrow>  <mfrac>  <mrow>  <msub>  <mi> C </mi>  <mrow>  <mi> m </mi>  </mrow>  </msub>  <mo> ( </mo>  <mi> z </mi>  <mo> ) </mo>  </mrow>  <mrow>  <mi> z </mi>  <mo> &#x2212 </mo>  <mi> &#x03BC </mi>  </mrow>  </mfrac>  </mrow>  <mi> d </mi>  <mi> z </mi>  <mo> , </mo>  </math> <eos>"
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])","<sos> <math>  <mo> ( </mo>  <msub>  <mrow>  <mi> L </mi>  </mrow>  <mrow>  <mi> a </mi>  </mrow>  </msub>  <mi> g </mi>  <msub>  <mo> ) </mo>  <mrow>  <mi> i </mi>  <mi> j </mi>  </mrow>  </msub>  <mo> = </mo>  <mn> 0 </mn>  <mo> , </mo>  <mo> ( </mo>  <msub>  <mrow>  <mi> L </mi>  </mrow>  <mrow>  <mi> a </mi>  </mrow>  </msub>  <mi> H </mi>  <msub>  <mo> ) </mo>  <mrow>  <mi> i </mi>  <mi> j </mi>  <mi> k </mi>  </mrow>  </msub>  <mo> = </mo>  <mn> 0 </mn>  <mo> , </mo>  </math> <eos>"
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])","<sos> <math>  <mi> d </mi>  <msup>  <mi> s </mi>  <mrow>  <mn> 2 </mn>  </mrow>  </msup>  <mo> = </mo>  <msup>  <mi> H </mi>  <mrow>  <mo> &#x2212 </mo>  <mn> 2 </mn>  </mrow>  </msup>  <mi> f </mi>  <mo> ( </mo>  <mi> r </mi>  <mo> ) </mo>  <mi> d </mi>  <msup>  <mi> t </mi>  <mrow>  <mn> 2 </mn>  </mrow>  </msup>  <mo> + </mo>  <msup>  <mi> H </mi>  <mrow>  <mn> 2 </mn>  <mrow>  <mo> / </mo>  </mrow>  <mo> ( </mo>  <mi> n </mi>  <mo> &#x2212 </mo>  <mn> 1 </mn>  <mo> ) </mo>  </mrow>  </msup>  <mo> ( </mo>  <mi> f </mi>  <mo> ( </mo>  <mi> r </mi>  <msup>  <mo> ) </mo>  <mrow>  <mo> &#x2212 </mo>  <mn> 1 </mn>  </mrow>  </msup>  <mi> d </mi>  <msup>  <mi> r </mi>  <mrow>  <mn> 2 </mn>  </mrow>  </msup>  <mo> + </mo>  <msup>  <mi> r </mi>  <mrow>  <mn> 2 </mn>  </mrow>  </msup>  <mi> d </mi>  <msubsup>  <mi> &#x03A9 </mi>  <mrow>  <mi> n </mi>  </mrow>  <mrow>  <mn> 2 </mn>  </mrow>  </msubsup>  <mo> ) </mo>  <mo> , </mo>  </math> <eos>"
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])",<sos> <math>  <msubsup>  <mi> x </mi>  <mrow>  <mi> &#x03BC </mi>  </mrow>  <mrow>  <mi> c </mi>  </mrow>  </msubsup>  <mo> = </mo>  <msub>  <mi> x </mi>  <mrow>  <mi> &#x03BC </mi>  </mrow>  </msub>  <mo> + </mo>  <msub>  <mi> A </mi>  <mrow>  <mi> &#x03BC </mi>  </mrow>  </msub>  <mo> . </mo>  </math> <eos>
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])","<sos> <math>  <mi> X </mi>  <mo> ( </mo>  <mi> u </mi>  <mo> ) </mo>  <mo> = </mo>  <mrow>  <mfrac>  <mrow>  <mrow>  <mo> ( </mo>  <mo> &#x00B1 </mo>  <mi> i </mi>  <mo> + </mo>  <msup>  <mi> e </mi>  <mrow>  <mn> 3 </mn>  <mi> &#x03B7 </mi>  </mrow>  </msup>  <mo> ) </mo>  </mrow>  <mrow>  <mo> ( </mo>  <mo> &#x2212 </mo>  <mn> 1 </mn>  <mo> + </mo>  <mrow>  <msup>  <mi> e </mi>  <mrow>  <mi> u </mi>  </mrow>  </msup>  </mrow>  <mo> ) </mo>  </mrow>  <mrow>  <mo> ( </mo>  <mn> 1 </mn>  <mo> + </mo>  <mrow>  <msup>  <mi> e </mi>  <mrow>  <mi> u </mi>  </mrow>  </msup>  </mrow>  <mo> ) </mo>  </mrow>  <msub>  <mi> x </mi>  <mrow>  <mn> 1 </mn>  </mrow>  </msub>  </mrow>  <mrow>  <mn> 2 </mn>  <mrow>  <msup>  <mi> e </mi>  <mrow>  <mi> u </mi>  </mrow>  </msup>  </mrow>  <mrow>  <mo> ( </mo>  <mo> &#x00B1 </mo>  <mi> i </mi>  <mo> + </mo>  <mrow>  <msup>  <mi> e </mi>  <mrow>  <mn> 3 </mn>  <mi> &#x03B7 </mi>  <mo> + </mo>  <mi> u </mi>  </mrow>  </msup>  </mrow>  <mo> ) </mo>  </mrow>  </mrow>  </mfrac>  </mrow>  <mo> , </mo>  </math> <eos>"
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])",<sos> <math>  <msup>  <mi> Q </mi>  <mrow>  <mi> M </mi>  </mrow>  </msup>  <mo> = </mo>  <msub>  <mrow>  <mover>  <mi> g </mi>  <mo> &#x02D9 </mo>  </mover>  </mrow>  <mrow>  <mn> 0 </mn>  </mrow>  </msub>  <msub>  <mo> &#x222B </mo>  <mrow>  <mi> &#x03D5 </mi>  <mo> ( </mo>  <mi> &#x03A3 </mi>  <mo> ) </mo>  </mrow>  </msub>  <munderover>  <mo> &#x2211 </mo>  <mrow>  <mi> i </mi>  <mo> = </mo>  <mn> 1 </mn>  </mrow>  <mrow>  <mi> l </mi>  </mrow>  </munderover>  <msub>  <mi> &#x03B2 </mi>  <mrow>  <mi> i </mi>  </mrow>  </msub>  <msub>  <mi> &#x03B7 </mi>  <mrow>  <mi> i </mi>  </mrow>  </msub>  <msub>  <mo> &#x222B </mo>  <mrow>  <msub>  <mi> N </mi>  <mrow>  <mi> i </mi>  </mrow>  </msub>  </mrow>  </msub>  <mfrac>  <mn> 1 </mn>  <msqrt>  <mi> g </mi>  </msqrt>  </mfrac>  <msup>  <mi> &#x03B4 </mi>  <mrow>  <mi> D </mi>  </mrow>  </msup>  <mo> ( </mo>  <mi> x </mi>  <mo> &#x2212 </mo>  <msub>  <mi> z </mi>  <mrow>  <mi> i </mi>  </mrow>  </msub>  <mo> ( </mo>  <mi> u </mi>  <mo> ) </mo>  <mo> ) </mo>  <msqrt>  <msub>  <mi> g </mi>  <mrow>  <mi> u </mi>  </mrow>  </msub>  </msqrt>  </math> <eos>
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])",<sos> <math>  <msub>  <mi> A </mi>  <mrow>  <mn> 0 </mn>  </mrow>  </msub>  <mo> = </mo>  <mo> &#x00B1 </mo>  <msqrt>  <mrow>  <mfrac>  <mn> 4 </mn>  <mrow>  <mn> 3 </mn>  <mo> ( </mo>  <mn> 1 </mn>  <mo> &#x2212 </mo>  <mi> &#x03B1 </mi>  <mo> ) </mo>  </mrow>  </mfrac>  </mrow>  </msqrt>  <msup>  <mi> e </mi>  <mrow>  <mo> ( </mo>  <mi> &#x03B1 </mi>  <mo> &#x2212 </mo>  <mn> 1 </mn>  <mo> ) </mo>  <mi> &#x03D5 </mi>  </mrow>  </msup>  <mo> . </mo>  </math> <eos>
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])",<sos> <math>  <mrow>  <mo>  </mo>  <mtr>  <mtd>  <mrow>  <msub>  <mi> S </mi>  <mrow>  <mi> &#x03C3 </mi>  <msup>  <mi> &#x03C3 </mi>  <mrow>  <mi> &#x2032 </mi>  </mrow>  </msup>  </mrow>  </msub>  </mrow>  </mtd>  </mtr>  <mtr>  <mtd>  <mrow>  <msub>  <mi> S </mi>  <mrow>  <mi> &#x0394 </mi>  </mrow>  </msub>  </mrow>  </mtd>  </mtr>  <mtr>  <mtd>  <mrow>  <msub>  <mrow>  <mover>  <mi> S </mi>  <mo> &#x007E </mo>  </mover>  </mrow>  <mrow>  <mi> &#x0394 </mi>  </mrow>  </msub>  </mrow>  </mtd>  </mtr>  <mo> } </mo>  </mrow>  <mi> &#x03D6 </mi>  <mo> = </mo>  <mo> ( </mo>  <mi> &#x03D6 </mi>  <mo> + </mo>  <mn> 2 </mn>  <mo> ) </mo>  <mrow>  <mo> { </mo>  <mtr>  <mtd>  <mrow>  <msub>  <mi> S </mi>  <mrow>  <mi> &#x03C3 </mi>  <msup>  <mi> &#x03C3 </mi>  <mrow>  <mi> &#x2032 </mi>  </mrow>  </msup>  </mrow>  </msub>  </mrow>  </mtd>  </mtr>  <mtr>  <mtd>  <mrow>  <msub>  <mi> S </mi>  <mrow>  <mi> &#x0394 </mi>  </mrow>  </msub>  </mrow>  </mtd>  </mtr>  <mtr>  <mtd>  <mrow>  <msub>  <mrow>  <mover>  <mi> S </mi>  <mo> &#x007E </mo>  </mover>  </mrow>  <mrow>  <mi> &#x0394 </mi>  </mrow>  </msub>  </mrow>  </mtd>  </mtr>  <mo>  </mo>  </mrow>  <mo> . </mo>  </math> <eos>
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])","<sos> <math>  <msub>  <mi> &#x03B3 </mi>  <mrow>  <mi> j </mi>  </mrow>  </msub>  <msub>  <mrow>  <mi> P </mi>  </mrow>  <mrow>  <mi> j </mi>  <mi> i </mi>  </mrow>  </msub>  <mo> = </mo>  <mfrac>  <mn> 4 </mn>  <mn> 3 </mn>  </mfrac>  <mo> { </mo>  <mo> [ </mo>  <mi> A </mi>  <mi> d </mi>  <mi> T </mi>  <mo> ] </mo>  <mo> [ </mo>  <msubsup>  <mi> t </mi>  <mrow>  <mn> 8 </mn>  </mrow>  <mrow>  <mi> c </mi>  </mrow>  </msubsup>  <mo> , </mo>  <mo> [ </mo>  <msubsup>  <mi> t </mi>  <mrow>  <mn> 8 </mn>  </mrow>  <mrow>  <mi> c </mi>  </mrow>  </msubsup>  <mo> , </mo>  <msub>  <mrow>  <mi> &#x03B3 </mi>  </mrow>  <mrow>  <mi> j </mi>  </mrow>  </msub>  <mo> ] </mo>  <mo> ] </mo>  <mo> [ </mo>  <mi> A </mi>  <mi> d </mi>  <msup>  <mi> T </mi>  <mrow>  <mo> &#x2212 </mo>  <mn> 1 </mn>  </mrow>  </msup>  <mo> ] </mo>  <mo> } </mo>  <msub>  <mrow>  <mi> A </mi>  <mi> d </mi>  <mrow>  <mrow>  <mover>  <mi> g </mi>  <mo> &#x005E </mo>  </mover>  </mrow>  </mrow>  </mrow>  <mrow>  <mi> i </mi>  <mi> j </mi>  </mrow>  </msub>  <mo> . </mo>  </math> <eos>"
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])",<sos> <math>  <mo> { </mo>  <mo> &#x27E8 </mo>  <mi> n </mi>  <mrow>  <mo> | </mo>  </mrow>  <mi> O </mi>  <mrow>  <mo> | </mo>  </mrow>  <mi> p </mi>  <mo> &#x27E9 </mo>  <mrow>  <mo> | </mo>  </mrow>  <mi> n </mi>  <mo> &#x2208 </mo>  <msubsup>  <mi> &#x03A3 </mi>  <mrow>  <mi> s </mi>  </mrow>  <mrow>  <mi> &#x2032 </mi>  </mrow>  </msubsup>  <mo> } </mo>  </math> <eos>
"tensor([[[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]],

        [[1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         ...,
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.],
         [1., 1., 1.,  ..., 1., 1., 1.]]])",<sos> <math>  <msub>  <mrow>  <mover>  <mi> &#x03B3 </mi>  <mo> &#x007E </mo>  </mover>  </mrow>  <mrow>  <mrow>  <mi> h </mi>  <mi> o </mi>  <mi> p </mi>  <mi> f </mi>  </mrow>  </mrow>  </msub>  <mo> &#x2243 </mo>  <munder>  <mo> &#x2211 </mo>  <mrow>  <mi> n </mi>  <mo> &gt; </mo>  <mn> 0 </mn>  </mrow>  </munder>  <msub>  <mrow>  <mover>  <mi> G </mi>  <mo> &#x007E </mo>  </mover>  </mrow>  <mrow>  <mi> n </mi>  </mrow>  </msub>  <mrow>  <mfrac>  <mrow>  <mo> ( </mo>  <mo> &#x2212 </mo>  <mi> a </mi>  <msup>  <mo> ) </mo>  <mrow>  <mi> n </mi>  </mrow>  </msup>  </mrow>  <msup>  <mn> 2 </mn>  <mrow>  <mn> 2 </mn>  <mi> n </mi>  <mo> &#x2212 </mo>  <mn> 1 </mn>  </mrow>  </msup>  </mfrac>  </mrow>  </math> <eos>
